content,score,sentiment
very easy way to shop and get items quickly. it can be a little expensive depending on the item.,4,1
Where did all the notifications for what was and wasn't EBT eligible go on the app? Am I supposed to guess? Or wait until it's in my cart and check... Honestly please fix this.,1,-1
"This is ridiculous. I am constantly getting kicked out of screens while shopping, searching, browsing, etc. It jumps back to the home screen or random screens while I'm trying to search through items and shop! I don't know what's going on, but it's beyond frustrating and annoying! I've called Amazon to troubleshoot re installed, cleared everything, checked settings. Still an issue! UPD // STILL AN ISSUE NOTHING RESOLVED!",1,-1
"Ads are way too loud! While playing the game Hill Climb Racing , when an Amazon shopping ad comes on it's Extremely Loud. So loud that it will startle people around me! You are part of a large problem with all companies make their ads Extremely Loud. You want the proper attention that you're looking for then stop making the ads so loud where they become annoying",1,-1
"Amazon has everything I need, and with me being a prime member, I get my items faster and it is always delivered on time! thanks Amazon!",5,1
"LET ME BUY MY BOOKS! Seriously, you now have to open your browser if you would like to buy a Kindle book! You can no longer buy from the app. That is the stupidest thing ever. What is the point of having the app if I have to open in the browser? Might as well just keep it locked in my browser. . .",2,-1
"I use without prime because I don't shop on a regular basis nor do I have home broadband. But amazon is second to none in terms of service and delivery, thanks Amazon.",5,1
Buggy app. Bloated. Slow. Alexa keeps popping up in the app at random. No way to turn it off.,3,-1
I absolutely love this company they are so awesome. Never thought I'd like shopping online because in the old days the return factor was so time consuming. But I love their return policy.,5,1
"Absolutely LOVE shopping with Amazon, they have everything I look for with better deals and/or better quality. Returning products is very simple and no frustratingly long delays for money back. Shipping speeds are very fast for me especially with Prime and ive never recieved a damaged product delivered to me. I've never had a problem with Amazon so it's my # go to for when it comes to shopping online. To the many years of great service!",5,1
"Thanks, Amazon, for saving me money by making it harder to buy digital items. You can't buy them on the app anymore, so I will bother far less. Sparing me the expense of 'on a whim' shopping.",3,1
"Amazon is cool... I just wish they would STOP repeatedly double charging (low key stealing) my $. Stop double charging me for Amazon Prime, please & thanks #Amazon. ",4,-1
Stop it Amazon!! I keep getting Prime added. so annoying as I have to go into delivery details nearly every time to remove.,2,-1
Amazon is the best way to shop without spending unnecessary time on different sites. Prime makes life easier because you get the bonus of paying a yearly subscription and all deliveries will exclude charges.,5,1
"I've been an Amazon customer for many years. Recently though, I have noticed a lot of products that are coming out of China that are extremely cheap and definitely not worth the money that they charge. More and more are charging shipping, some are price gouging and should not even be allowed to sell on Amazon, it is not being monitored. My review would have been a five-star if not for this happening. Get on the ball Amazon! You sure pull in enough money to be able to have people monitoring this!",4,-1
"Easy to use. customer service is amazing. if ive ever had an issue, they solve it fairly and immediately.",5,1
"Super easy to navigate, ABSOLUTELY love Prime & Amazon Fresh. DEFINITELY worth the monthly fee we paid. Plus, Customer Service is SUPER quick calling you when a you request a call back & available /...REALLY can't beat it!!",5,1
"I love, love, love Amazon Prime! You can't beat Amazon - they have just about anything you want at reasonable prices, guarantee their products and deliver them to your home fast! What more could you want? I highly recommend Amazon to everyone. We use them regularly. They're awesome and well worth the price!",5,1
"I am giving amazon shopping a / star review due to them losing two of my orders within the past year. however in return they were quick to offer and give a refund. other than this dilemma Amazon Shopping is pretty quick even when delivering to the island of Oahu, Hawaii. ",4,-1
easy shopping. decent prices. latly the customer service has deteriorated. I've been a prime member for + years and am considering canceling and going with Walmart+.,4,1
I do all my shopping on Amazon Prime. Everything I buy now is bought on Amazon. No store carries such a wide choice of items. Free shipping and fast delivery service is well worth the cost of Prime. No more wasting gas going from store to store not when Amazon has it all. Their No Question Asked return policy can't be matched. Customers Service is extremely helpful with all questions and problems.They help with me out by talking to the seller and getting me the needed info for a replacement.,5,1
Website>App. Simple as that. At least the website works. App sits on splash for  minutes before crashing. It's very disappointing as I was looking for something a bit more mobile friendly.,1,-1
"For some reason Amazon have removed the means to buy kindle books via the app. As I bought all my books from this , annoyed is not the word. For me , having this app now is pointless.",1,-1
They do their own shipping now and it always goes to the wrong address. I contacted them and they still didn't solve the problem. I want USP back at least I got my items then. So now I stop my Prime Time membership because of their shipping problems.,1,-1
I love shopping on Amazon. It is easy to order items. I have free shipping. If I need to make a return I can just run it to Kohls. They have great quality merchandise.,5,1
Great way to beat the Hussle and bustle of going in town to shop. no need to find car park or wait in long lines of people at checkouts. shopping at a click of a button,5,1
love amazon shopping it's so convenient and my orders arrive quickly. if there is an issue they are quick to respond.,5,1
"Can no longer purchase digital goods from the app including books, music, and TV shows. I realize that Amazon's stock answer is to side load Amazon's sorry excuse for an App Store and disable updates but I don't side load entire stores, especially inferior stores. I sincerely hope that Amazon reconsiders their short sighted cash grab and restores this important functionality.",2,-1
Searching for something on Amazon will result in qdvertisements about those products everywhereon the web. Unfortunately Amazon is completely intransparent how user data is veing used. In the application it's impossible to make real provacy settings. I strongly believe Amazon is deliberately comitting GDPR violations. I think it's time for a GDPR complaint!,1,-1
"Consistent late deliveries, ""undeliverable"" packages, no notification of status changes. All for a monthly premium. ",1,-1
I love shopping at Amazon. There are lots of choice and is easy and convenient. Delivery is no hassle.,5,1
"App works well most of the time. Occasionally crashes with the ""Uh oh something went wrong"" message. Notifications are sometimes not even closely related to what I have been shopping for with no clear way to remedy that issue...",3,1
"I love Amazon shopping , I must be one of their most loyal customers!!!! They have always been excellent at fixing problems or refunds etc ..../",5,1
"Amazon prices are competitive and fair, sometimes even better deals! I appreciate having Amazon for shopping needs",5,1
"I love Amazon shopping it's easy, great deals, lots of stores, and free shipping if your a prime member.",5,1
I did not approve Amazon to take  dollars out of my account for prime membership. it did not even ask me I clicked on a button to checkout and it automatically took it. not happy with this,1,-1
"Very slow to respond on the latest hardware . Too many clicks to get to primary interfaces. Buried the customer support access. Slow to add items to cart, inconsistent behavior when calculating shipping times",2,-1
"It's a great place to buy anything you're looking for. I've never had any problem with my orders. They always stay true to their delivery commitment and they're always on time. If you can't find it in Amazon, it doesn't exist.",5,1
I like the app except for when I check on my orders. I get a loading screen whether I'm connected to my wifi or not. Everything else works but seeing my orders is very important.,3,-1
"can be awesome, but also beware when your only priority is cheap prices. you get what you pay for.",4,1
"I rarely go into stores. Online shopping is just easier. Amazon has everything I need. This app keeps track of browsing, lists, subscriptions,orders and delivery schedule. I can locate receipts quickly. I can make return requests quickly.",5,1
"I've been a Prime member for  years. I mainly did this for shipments. I didn't start taking full advantage of all the benefits of Prime until  years ago, Prime Video, Music, Games,etc. I truly wouldn't know how to act if I didn't have Prime with all of its other services!",5,1
"The app is really nice, but for some stupid reason Kindle books can no longer be purchased through the app. This seems like the stupidest of stupid decisions. Hey Amazon, I installed your app because I want to purchase things from you. LET ME F DO IT! How ridiculously dumb! Incredibly frustrated right now.",4,-1
"I read voraciously. I buy Amazon ebooks all the time. In addition, I am am author who is only published on Amazon. Now, Amazon decided to do an update that forbids users from buying ebooks from the app, not only screwing me on future royalties but also preventing me and countless others from purchasing ebooks from the Amazon app. Do better, Amazon.",1,-1
Not a well polished experience from a multi billion dollar company. Get results totally unrelated to the search. Usually overpriced and eBay is a much better user experience,1,-1
DO I REALLY NEED TO DO A REVIEW... ITS AMAZON!!! GOT TO LOVE IT!!,5,1
"Easy to use, easy to shop, easy to navigate around all your Amazon services. Also works great for tracking your deliveries. Not so user friendly for some refunds. A laptop is required for that on occasions.",4,1
"I noticed others experiencing difficulties with the orders page loading as I was as well. I uninstalled the app, then installed it again and it is working. Otherwise I find the basic ordering features very user friendly, but once you need to contact Amazon or cancel something it is somewhat trickier to locate the first time around.",4,1
One of their products broke  of my personal products that was around $ it has been over a month and I am still talking with claims about getting this replaced. I have been a customer for  years plus you would think that they would help me with this faster and more efficiently.,1,-1
"In L. Frank Baum's kids book; 'The Magical Monarch of Mo', the townspeople pick from the trees whatever they wish to own.. whether it be a ring or a garden cart... so too, with Amazon...like one big tree for picking! Too easy to use, but oh so satisfying! I never have to keep a list! Just wish, tap, and your wish appears! !",5,1
Would have got  stars but can no longer make digital purchases through the app. Which is rather frustrating to have to go through to the website to make the purchase and somewhat defeats the purpose of the app. Why the sudden change?,3,-1
"The whole point of signing up for prime is to get your packages delivered early, unfortunately this is not the case anymore. Amazon used to be a really good place to shop and get your things shipped the next day, however lately, everything is ""delayed"" but somehow the draft for prime payment is never delayed. There's a lot of small businesses making a comeback I'd suggest one of those platforms since Amazon is no longer delivering what they promise, and I'm pretty sure it's false advertising.",2,-1
"Amazon can be a major lifesaver at times. There are a few times you might not be happy. Be careful of how you word your review of products, total honesty is not exactly what they want. I do not usually give  reviews because nothing is perfect, there will always be a few flaws which makes it all normal or balanced. Keep track of your orders they do have a pretty good customer service team, resolved or refunded. Amazon will get behind it & resolve it.",4,1
"I can find pretty much everything I look for here. Fast shipping, good quality. And so many unique items! I love shopping on Amazon",5,1
"Highly disappointing that I can no longer purchase ebooks through the app. Apparently it has something to do with Googles new policy; however, if I have to use my internet browser to purchase ebooks (which I do on a daily basis) then there is no point in having the app at all as I will just use the internet browser on my phone. I'd much Ratner the app, but oh well.",1,-1
"Amazon changed the layout of the app, now I cannot find where I can log out, change country or any other setting. The app is trying my patience every time I want to use it. It's interface sucks and difficult to navigate. Is Amazon try to experiment on torturing customers? Because using the app feels like torture.",1,-1
Bad all bad,1,-1
This app has Manny Minor problems but the biggest one is how the payment after uv already ordered all ur things keeps going to revision even when it's a stable payment method. This isn't a one time problem ether it's a everyday problem we're I keep getting bothered and I'd like it to stop if not I'll be taking my business elsewhere,4,1
Purchased new phone Samsung + and app is not recognising my log on. Yet I have Nil problems in logging on to account on PC. Loved using app on phone sooo would love to see this fixed please,1,-1
"TECH DEPT - PLEASE FIX PAST ORDER ACCESS ASAP!! No access to past orders... for the last few weeks I can no longer see my past orders. App opens fine and it seems like all other sections are working just fine, except this important info.",1,-1
PLEASE fix the order button bug. When I click on orders to track it times out and gives a dog picture. This is incredibly frustrating!!,1,-1
The best service in the region. Excellent shopping experience with a lot of options. I'm a prime subscriber ever since they introduced the fast delivery feature among other good benifits that came with it. Thank you for providing us with such an excellent compititve service.,5,1
The good thing is that they accept EBT and have an alright selection also. It's good for everyday items but eBay has better deals on electronics.,4,1
"For weeks, despite unistall & reinstall i have not been able to access my prior orders. It is a feature i used the most. Please fix this bug.",1,-1
most stuff I order. I am happy customer and had a few things that weren't worth it but most prices are better then getting it anywhere else.,4,1
"What I like about Amazon is that I don't have to go out for shopping sorting things I can or on my break time, with this busy life is convenient.",5,1
"Great products at great prices, along with great service/delivery. They make online ordering so great so you don't have to leave home.",5,1
"Needs improving. App style and layout isn't as good as it used to be. My main annoyance is not being able to archive orders on the phone app! Like many I share an account with my partner and come birthdays it's really frustrating not being able to archive and saying ""don't use amazon, turn your notifications off for weeks"". Please fix this!",3,-1
there are  things that are bad the first is you don't receive orders as quickly and the second thing is if they don't ship it through Amazon I never get it when they say I will,4,1
mostly convenient for select items the slow increases in price are making it more and more worth while making the trip even out of town to find a store that carries the same items you need but overall customer service is always good and shipping is very quick which is nice,4,-1
The best place for a wedding registry. It keeps track of who bought the gifts and you can even send a thank you from your account. Another reason to love Amazon.,5,1
The best shopping experience! I love the convenience of shopping at any hour. Amazon always has what I need.,5,1
"Why will more than % of the time my order history not load and result in an error??? It's ridiculous and annoying that I can't even get to my placed/completed orders. Clearing the cache and or closing/restarting app doesn't resolve this problem either. Check the ORDERS screen guys. Seems like it's waiting for a response that it's not getting. Yet the ""Buy again"" items on that screen keep getting shuffled.. but no orders will show ",3,-1
Easy browsing and easy to pace orders. Has the same features as using a computer.,5,1
This is great just sometimes I would get it was ship to me it end up at another house. I have nothing really bad to stay cause at the end they are doing a good job. Where I live yes people will come by and steal you purchased items if you put where you want your package they would put it they no question.,5,1
"Dropped to  stars: when I choose to shop for a friend outside of the U.S, I choose their address for delivery, but too many items show up that say it is out of the delivery range. Very disappointing. When doing internationally, only companies that will ship to the selected address should show up in the search results. Creates a lot of wasted time. Is a major inconvenience for an app that is supposed to make things convenient.",3,-1
"Majority of the services I use are no longer available via the app. As of today (//) in app purchases for Kindle ebooks and Audible audiobooks are no longer available. I will have to exit the app, open the browser, go to website, log-in, search the item(s) and then make a purchase. Amazon stated this was done to comply with Google's updated Play Store policies. This just made ebook/audiobook shopping difficult. I'll stick to KU. If it fail. I'll use the public library for easier access.",3,-1
"I really like this app. sometimes when I am on my Android phone the Google speech to text does not work in the search bar. other than that, I love it",4,1
still one of the best ways to shop. I gave  stars cause they sometimes hold orders. if you pick free ship so it arrives on date but I've had it deliver late because of this.,4,1
Amazon have removed the option to buy Kindle books from the Amazon app on a Samsung phone. You now have to log into your account on the website. Why have they decided to make things more inconvenient? Not happy!,1,-1
"have been using for years and have yet to be disappointed. whether it's the ordering, delivery, quality or customer service, it's all been great",5,1
Amazon is fitting worse and worse. Package are no longer being delivers when they say they r which defeats the purpose of the membership. There are now two backcto back packages that r supposedly running late and now no delivery date but says the package is I'm my area. This is ridiculous. Should I get rid of the membership cause it does seem to make a difference.,1,-1
"Its for shopaholics that like blowing money. another QVC kinda. it does have its perks, but Id rather just go shopping for my own stuff. At the same price. Actually, Ive found it better to just get your butt up because Ive saved more that way.",2,-1
hate all the suggested and sponsored stuff that I don't want and didn't search for pop up. search engine sucks and produces thousands of results that had nothing to do with my search criteria.,3,-1
very reliable service with good customer service. just occasionally the driver is bit lazy when delivering and doesn't bother knocking. But there is a feedback service so you can notify Amazon when this happens,4,1
Cannot by kindle books using the app anymore. So what's the point in having the app if I lost the ability to purchase things using it? Between this and audible forcing me to go to the web page I'm not a happy Amazon customer. Convenience is gone so guess I will not be purchasing much anymore,1,-1
"few years ago Amazon used to be the best option for online buying it was nothing better than Amazon until about  years ago I started having problems with shipping even though with the prime membership, then customer service turn to customer fighting now so as an eBay shopper as well I prefer eBay they have the same policy and you don't feel mistreated, I used to spend up to $, per year in Amazon vs $, eBay, now $, eBay and $, Amazon. try eBay first",3,-1
"This is a good app. It's not as powerful as the web site, but it's got everything you need while on the go. I wish the notifications were more configurable.",5,1
Suddenly useless to ebook readers. Tried to purchase a book on the app tonight and it tells me that I can not purchase ebooks through the app so they can stay compliant with Google Play. Great job! Just screw all of us readers over after convincing us we needed the app.,2,-1
"Very convenient way to shop, no hassles, wider choices, balanced reviews to guide you make the best choice.",5,1
"super hard to compare products, filters/facets work awfully, sorting doesn't work correctly, especially by price, search is pretty good, related products could be better, search in reviews is not convenient, between product description and reviews there's a lot of garbage that tries to move me away from the product",3,-1
I have plantar fasciitis and bought the expensive inserts from my podiatrist office....these work just as well and actually support my arches better. I no longer have foot pain and I'm back on the tennis courts. I'm buying  more pair so that I don't have to swap them out with in different tennis shoes. I even slide these in my Crocs to walk around the house on our hard floors. I can't be without these inserts.,5,1
"people, be aware, they are becoming a scame business. After many years of purchases in thousands of dollars via amazon they refused to refund me $ for an item, for which i Paid and Never received. very dissapointing move towards their loyal customer.",1,-1
This company was good when I first joined but now for some reason they decided to rip off people by charging $ . a month for free shipping and handling some of us can't afford that policy they refund in gift card's then they charge ridiculous fees to buy from everything is already expensive why make it worse,1,-1
"The bigger Amazon gets, the more streamlined they try to become the worse the service and horrible delivery practices! Especially when I'm giving a specific instruction on what my house looks like and how it's full of BIG RIGS on the property! How the hell do you miss a BLUE house with Semi Trucks on a  acre property!! And now they have my address correct but all my packages are late or ""may be lost""",1,-1
Amazon is my go-to for most all of the Online shopping that I do. And they stand behind what they sell. I've always been able to get an issue easily resolved.  stars,5,1
"Can't wait til anything remotely close to a competitor comes along. Tired of paying increasingly higher fees for mediocre customer service when things go wrong, which they seem to do more a lot more than they used to. When something does go wrong w an order, most of the time it requires the help of a live agent on the phone bc either the bot doesn't understand or the agent via chat doesn't get it, either. I love some features, but the hassles are getting to be more than the $/yr is worth.",3,-1
"Useless! Thanks to Google Play's ""new restrictions"", you can no longer make purchases through this app, making it virtually useless. Don't bother. I'll be uninstalling and just pinning the website to my home screen.",1,-1
"Easy to use, easy to purchase things you think you need but don't, easy to remove stuff, easy to put things on monthly renewals. All in all, it's a pretty wicked app.",5,1
"""We're sorry your package is late. Please contact amazon for the next steps"" Except they provide no way to contact them about my order. It also doesn't explain why I'm supposed to contact them or if I should just wait? App constantly glitches, freezes, crashes, and they also have censored and refused my item reviews for stating that South Korea is a more ethical country to purchase from than China and produces higher quality goods.",1,-1
"I have not been able to get into my account for about three years due to being hacked twice. the reason I was hacked a second time was because I could not access my account to change my password so they nearly bought something. My account has been shut down ever since I have tried to contact you and called before but no one is helping me and I can't make a new account due to my old account using same details like phone number, address and name. I cannot even leave reviews or contact you by email",1,-1
"Back in th day, whn I was a youn'gn & th Mall was th experience, bottom line; shopping  feeling better Is fortunately or unfortunately th All-American experience. Amazon shopping makes it a quicker uptake  be USA, feel good easy accessibility of good endorphins fo us working stiffs. Who often & lately need that upshot of feel-good n these diminished days for good news, or good anything abound. That Amazon pkg in th mail always fulfills, over the d a rk.",5,1
I love Amazon. It's my go too spot to get everything for my crafting business to everything for my home. The only thing I dislike is I have a prime account and it still takes maybe a week sometimes for me to get an order that I have placed and then sometimes they come before the delivery date.,5,1
"Extremely disappointed in Amazon!! Customer service continually lies to you!! I've been having problems with delivery notifications - we have a problem with Porch Pirates, and I just asked that they text me when a package is delivered, so I can either go grab it myself or have my neighbor get it. First they said said it would be fixed, but nothing happened. Now today, I'm told that this option no longer exists!! Seriously?? WHY NOT??? I'm DONE WITH AMAZON - BYE!! ",2,-1
Seamless shopping experience. Always easy to use and very straight forward. Never had a problem yet.,5,1
I shop amazon daily. Prime member benefits are very good if you just read a bit. The daily and lightning deals can save you a good amount of money then add % cash back if you have the amazon card makes deals even better. I recommend getting the amazon card to save that % which adds up fast also has good offers to save on other purchases outside of amazon.,5,1
"I used to love using amazon, because it was so easy. But they have recently made it really difficult to report items and sellers that are baiting and switching their customers. It's also very difficult to report items that are knock-offs or outright racist. The app makes you jump through hoops to contact customer service and actually speak to somebody. The options it does give you, are very generic and leave out your ability as a customer, to explain your situation.",3,-1
"Addicted to Amazon, fast cheap.. what's not to love. so far every order I've place in the past  years has gone smoothly and the one that had a issue was resolved quickly. Def trust my purchases being protected",5,1
"Better than Walmart. Walmart tells me delayed more often than not. Bigger selection on Amazon and Walmart isn't always cheaper. I used to be a huge Walmart fan. Anymore, I might check Walmart prices but ultimately end up back on Amazon. most of the time now I just go straight to Amazon. Better, faster and wider range of products, Amazon beats Walmart, hands down.",5,1
I can't say enough how great Amazon is. I buy a lot though Amazon and they are great to deal with.,5,1
Don't know if anyone else is having this problem but the app won't allow me to access my orders or order history. Its frustrating because I'm not always by my home computer when I need to check delivery times. Hopefully this gets fixed soon.,4,1
"I love Amazon shopping, a little too much if I'm totally honest! It's just so easy, the range of items is amazing and the delivery guys are always friendly and professional. The best thing for me? I'm disabled and I don't need to leave the house, I can usually find exactly what I want......sometimes before I know I wanted it! Keep up the good work amazon ",5,1
Love app use all the time... I wish that we could choose made in USA instead of getting China stuff shipped... and wish it took payment right away instead of waiting.. it throws my account off,2,1
"Amazon is the best, helpful and delivery everything what I need to my door. Fastest delivery of any other online shopping or store.",5,1
Usually a great app but for the past  weeks I haven't been able to view my orders. The page just never loads and I have to go to a web browser to view orders. Please fix.,2,-1
All my orders have bean complete as ordered and arrived usually ahead of time from original estimate. All my additional delivery instructions have bean executed flawlessly. big thumbs up.,5,1
Absolutely LOVE my Amazon and they are always so nice and easy to work with. You can tell they really appreciate and care for their customers.,5,1
For the most part products and shipping times are as advertised but a small number of vendors misrepresent their product availability or shipping times. All in all pretty good services from Amazon shopping.,4,1
"I haven't used many shopping sites to buy things from, but compared to a couple of ones I have used I feel more comfortable with Amazon. Great customer service and excellent delivery . I haven't had any reason to believe that Amazon deliver .",4,1
Hard to chat with associate. The text box should move above the keyboard because you are unable to see what you are typing Update: cart does not load past the first  items or so in it Still no fix to the cart  months later,1,-1
I think Amazon have really good to us a Especially over the past couple of years with everything that has been going on they have always been on time and followed my instructions wear to leave my parcels thankyou so very much for all your hard work much appreciated,5,1
great fast and quick. the compare chart doesnt work to well it wont display all the info,5,1
"Amazon is my go to for just about everything! Since the pandemic, I was forced to do a lot of online shopping and Amazon is the way to go. Their return policy is great as well!",5,1
It's very easy to shop on amazon but delivery is another thing. Most of the time the delivery drivers don't follow instructions for the safe place or they just lie about where they have left it or thrown it.,1,-1
"Amazon has everything one could ever hope to ask for or need! There is always someone somewhere wanting to sell whatever it is you are looking for, evenif its discontinued from days gone by. You can always find the best price just keep searching, there are always other suggestions, plenty of reviews, & star rates. Always get what you need from A-Z!",5,1
I was charged  times from Amazon. I called what I thought was customer support got the number from Google. And was talking to customer support. And they hacked my phone and stole money from my bank. I still ended up paying . for something that should have only been  dollars. And more because the hacker stole . dollars from my bank account. Well learned my lesson will not be ordering from Amazon again. Because even after I finally got a hold of Amazon customer support they did nothing.,1,-1
best way to shop,5,1
Terrible service! The shipping company are cancelling the orders without customer request! I placed my order twice and the delivery guy doesn't want to deliver it in the evening but his working hours from am to pm. So disrespectful! The customer service does nothing and offers me to place my order again!,1,-1
this why I hate online shopping cause returning stuff is a hassle I bought  pants that's are a size smaller I have to go through return process just to re order the same thing in a different size .. and exchange size not an option SMH,2,-1
"Amazon is an amazing worldwide app for this i give it s but i wish it had a wider catergory for boy toys not just cars and dinosaurs because not all buys like them and maybe redyce prices (not to be petty) But i never buy clothes,bags or stationary from hear shein have much lower prices :) So i would rather a price drop but when you have a huge pricedrop on the amazon tablets it was amazing but ebay and arfos did the same and we could pick it up from argos so we bought it from them ;)",5,1
I guess it was good but this is my first order let's see how that goes remember I'm looking for a back rim with the hub motor -in rim one sprocket disc brakes let's see how that goes skinny tires street tires really,4,1
"Used to like the app. She I can't buy digital content/ books here anymore ""to comply with Google play guidelines). As I use Amazon for Kindle content mainlyakes it pointless for me. Also, the interface changed a while back, it's more of a pain to navigate than it used to be I find personally.",3,-1
"It's good for ordering in web, but I can't open it on google play. After I choose my currency, the Amazon app close and when I tried to reopen it, i can't, so I uninstall it and re install it again",2,-1
"The app is fine i suppose but the Amazon site is now just full of rip off artists, cheap Chinese junk and scalpers. Hard to find a good bargin on here anymore.",1,-1
Amazon is doing an amazing job right now definitely  stars. especially because of the Amazon fresh part of the app for groceries. makes life super simple when it comes to stocking the kitchen and that's something I very much appreciate.,5,1
"The best shopping app I have ever used. definitely deserves a  star review. They work with you on mutiple things such as if you have a problem with wrong orders, late orders, broken items, wrong size etc you name it they will help you. I rarely give  stars but they deserve it! I will continue to buy from them in the future.",5,1
"Hands down the best place to buy anything online. Always speedy with the deliveries and never any problems with the payment transactions. Amazon is, simply put, AMAZING!!!",5,1
"Completely obsessed with Amazon and take full advantage of it's benefits!! just wish you could narrow your searches better, but above all definitely the best prices for most items!!",5,1
I can no longer buy books on my phone??? If I try to go to the website it keeps opening the app and the app won't let me buy books. Unbelievable!,2,-1
"Almost never had the need to shop anywhere else online, this app really has (mostly) anything you could be looking for at pretty great prices. Easy to use and quick shipping really make it a must for online shopping.",5,1
they do good deals and do have on line coupons for some items just wish the delivery guys would hide the items on the porchs a little better do to I live in a high crime area but other than that no complaints,4,-1
I have had an Amazon Prime membership on and off for years. The last time I was billed I had no idea because I swore I had paused the subscription. I checked the app without success then checked Google on how to request a refund as I've never used the subscription. It has been a whole month now since I was told that within - business the refund will be reflected in my account. Each time I chatted in to query they 'escalated' the case and still nothing! Extremely disappointed in your lies!,1,-1
"Robbery, this is the second time that I have not received what I paid for! Do they care? No, of course not!!! Here's a suggestion, STOP sending things through USPS as they tend to ""lose"" packages. I hope the postal worker's kid that got my daughter's dress is as happy with it as my little one would have been! ",1,-1
"Suddenly, the app says Kindle purchases aren't allowed on this app. Apparently this is a thing that's affected iOS users for a while, but now it's caught up to Android and I suddenly can't buy through the app. I'm not going to do the extra few steps of adding to a list, then leaving the shop to go to the website in order to make the purchase. What the heck sense does that make? Why do I even need to app if I have to go to the website to make a purchase?",3,-1
A great easy to use app from Amazon with lots of features for online shopping. An app I like and use a lot!,5,1
"I Love Amazon !!. I'm not one for shopping in stores. it gets so overwhelming for me. people, noises, lighting. in my area we don't have a huge selection for my taste in home decor or just daily things. so Amazon makes it beyond easier for me, to get what I want and need.",5,1
Amazon dropped the ball as usual they failed to notify users of a credit card. Allowing unauthorized users to not only make purchases off our credit card but allowed them to make the purchase. And possibly receive their goods all undetected!! Now we're battling for information,1,-1
"Gave an abandoned building for hub address that they never delivered to, and kept returning back to facility where I was not allowed to pick it up. Didn't care at all to get my order to me just wanted to give a refund and tell me to go away. Absolutely HORRIBLE customer service.",1,-1
"I love the app, but recently the page that shows my orders isn't loading. There's a bar along the top that appears to indicate that it's loading, but then the screen just flashes every  or so seconds, over and over and over. Nothing ever loads. ‍️ Other than that, it's great!",4,1
"Constantly late deliveries, not just a by hours but days and weeks. Items not being correct,used items being sent. Amazon is getting slower specifically by deliveries and consistency. It's getting old quick",1,-1
"I haven't seen any ads that's the best thing Takes me directly to the site no lag. Within a second or two Glad to have it. Thank you, John S.",5,1
"I love shopping on Amazon. They make it so easy to find and get the things I need. I hate shopping on Amazon, they make it so easy to find and get the things I want, thus making it too easy to spend my money.. LOL. The app is fantastic because of it's ease of use.",5,1
I'm a man of convenience and ease. This app is both and comes with points discounting throught their CC. Awesome!!!,5,1
"I've been having delays in deliveries, products with expectations of arrival on the day and not even sent, I'm disappointed with the ""prime"" service that was already good.",1,-1
"Can no longer browse or purchase mp albums. Can't listen to samples, can't see reviews. And, when you click on one it takes you to the music app. So dumb, so annoying.",3,-1
"App is ridiculously slow lately. Won't load orders, packages showing up late or not at all.",1,-1
"I do % of my shopping here & have for several years now. You will not find a better place to shop where you can buy EVERYTHING you need or want. In addition to this, Amazon's Customer Service is # in my world. They are so helpful, & the friendliest people I've ever talked to. Saves me from having to drive anywhere to shop, $ in gas, not go out in inclement weather, etc... Free  day or sooner shipping, & easy returns. Amazon Shopping is ""THE BEST! "" NOW, GO SHOPPING!!!!!",5,1
"Love this app. It remembers what you browsed and shows you similar items. It's fast and easy to browse, buy and pay.",5,1
"Keeps everything I have ordered and looked at, in the convenience of an app. I like it better than the website.",4,1
I love Amazon shopping! they make things so convenient! from free shipping the next day to easy to find items and clear pricing!,5,1
perfect. managed to just swap out the button part and it works perfectly.,5,1
not a big fan of the auto-subscription options. it would be nice if I could opt-in on subscriptions instead of having to hunt for the option to opt-out,2,-1
Great App! I find it quite quite easy to use. Browsing and Shopping is fast and easy.,5,1
It's Amazon what's there to say? I can look for compare prices and buy an ship right  my door. The only thing I hate is that they stopped  day guaranteed delivery on prime items with my prime membership it used to be everything prime is  days no matter what now it can be  days  days.. When you get something marked prime I used to expect it in  days but now it could come at the end of the week when I order Mon. I don't like how they did that without any warning just happened nothing said,5,1
it's always a pleasure shopping on Amazon it save me time and energy and it's amazing the deals they have.,5,1
Frequent user. App works fairly well but deleting items in your list is a bit sluggish. Also don't like the alexa icon not being a choice. Love to see an option for that as I do not use it and would like to remove it from my view.,4,1
Whatever policy Google cooked up that keeps me from buying Kindle books in the app is stupid. That has been my primary use for having the app on my phone. Change it back.,1,-1
"Please unblock my account. I literally forgot my password and now I can't log in or contact amazon because there is no contact information? I have tried for several weeks and I still can't get into my account, it is not being hacked or ANYTHING!!!! I FORGOT MY PASSWORD SO PLEASE UNBLOCK IT SO THAT I CAN FREELY USE AMAZON WITHOUT ANY MORE PROBLEMS BECASE THE CUSTOMER SERVISE IS ABSOLUTELY USELESS. THANK YOU FOR NOTHING",1,-1
"Makes shopping super easy, and that can be good and bad at the same time. So many tempting options. Like it, but it makes spending your money too easy.",5,1
Just so the every day person knows Amazon rarely if ever read these reviews. You'll get further if you send an email through developer contact.,1,-1
"Love the product variety! But the app itself has become infuriating to use, it's constantly freezing up and everything takes a very long time to load. It's incredibly irritating",2,1
Order history purposely broken so it makes it more difficult or impossible to return items. Amazon knows most purchases are done via smartphone so they purposely work bugs into return feature so return window passes.,1,-1
